"State","County","StateRt","MarineCount","OldSlope","OldError","OldPValue","NewSlope","NewError","NewPValue","TestStat","PValue","SlopeDiff"
"TX","Cherokee",0.99,1,16.6428571428571,3.45569627350174,0.00481506596629543,19.8928571428571,3.13110627903497,0.00142700540157801,0.696942632839341,0.250859245924332,3.25000000000002
"MO","Scott",1.15,1,6.21428571428572,0.911938952485978,0.00103717230553904,3.89285714285715,0.972976707567752,0.0103134123104812,-1.74080777389051,0.0561689649723693,-2.32142857142857
"CA","San Mateo",1.03,1,76.4642857142859,6.17679578118369,6.09442334931432e-05,69.8928571428573,7.57653129938838,0.000251368272203181,-0.672247774431131,0.258328355693285,-6.57142857142851
"AR","Drew",1.15,2,2.39285714285715,0.196266166629058,6.56359275235637e-05,2.78571428571429,0.49795500165524,0.0025194724037947,0.733986055610605,0.239906376889559,0.392857142857144
"OK","Tulsa",1.04,2,153.607142857143,5.03961348534111,7.13242681816302e-07,143.321428571429,14.1973607061456,0.00016337162328045,-0.682742847411509,0.255137851804796,-10.2857142857145
"OK","Rogers",1.04,1,12.8214285714286,0.588798499887175,3.79045947921497e-06,15.3571428571429,1.7163677832408,0.00029064911913584,1.39743203814422,0.0962566623035711,2.5357142857143
"TX","Camp",0.99,1,2.89285714285715,0.401209904856672,0.000799733879525474,3.17857142857143,0.451471516944587,0.000892736328775284,0.473049916791257,0.323166983496448,0.28571428571428
"AR","Craighead",1.15,1,19,2.3412886735858,0.000460923386173103,28.5,2.81377805428493,0.000160771673215499,2.59530105015462,0.0133529763292786,9.49999999999998
"MS","Hinds",1.09,1,77.2142857142859,4.64329668249116,1.43637014183295e-05,103.928571428572,4.81059629720612,3.94189845868317e-06,3.99558055710466,0.00126817600361328,26.7142857142859
"OK","Oklahoma",1.04,1,225.857142857143,10.3231461744361,3.70273877413487e-06,148.285714285714,14.4195162533142,0.000149464430291167,-4.37419873074092,0.000694971216752788,-77.5714285714284
"TX","Smith",0.99,1,51.6785714285715,7.3243896451151,0.000883902860670733,55.5714285714286,9.2101319541169,0.00180037643845886,0.330815294479501,0.373805606801939,3.89285714285715
"MO","Gasconade",1.15,1,0.750000000000001,0.109497926548256,0.00101304573291661,-0.678571428571427,0.305977857008627,0.0773502479544221,-4.39586982263857,0.000671848570254186,-1.42857142857143
"MO","Harrison",1.15,1,0.785714285714287,0.209469689980216,0.0132804570471993,0.535714285714288,0.0997445717412062,0.00301260836025435,-1.07756087566239,0.153268472647355,-0.249999999999999
"AR","Grant",1.15,1,2.28571428571429,0.230350221379957,0.000177420231366067,4.03571428571429,0.278021435086122,2.80065582715973e-05,4.8469733530247,0.000337210573597388,1.75
"MO","Clay",1.15,2,7.71428571428576,0.724216677464948,0.000126185052355151,9.46428571428572,0.458201898284846,4.92384044436559e-06,2.04202121501812,0.0342078339975629,1.74999999999997
"AR","Izard",1.15,1,0.357142857142859,0.0553283335172487,0.00132792543499124,0.392857142857144,0.109497926548257,0.0157445127447718,0.291111254869787,0.388457425075238,0.0357142857142853
"MO","Ripley",1.15,1,0.214285714285715,0.123717914826348,0.143810808711601,1.89285714285715,0.225311575651249,0.000391619144622393,6.53029766892659,3.31797600917921e-05,1.67857142857143
"MO","Jackson",1.15,5,29.6785714285715,1.61805817104889,8.85782764070667e-06,66.1785714285716,4.45198304817351,2.49260586555072e-05,7.70545387490958,8.16506984681438e-06,36.5
"MO","Webster",1.15,1,1.85714285714286,0.255550625999976,0.000771184486121524,3.64285714285714,0.357142857142857,0.000155448718056444,4.06625030395222,0.00113186955758618,1.78571428571428
"MO","Cass",1.15,2,5.39285714285716,0.580068609594361,0.000242227440849617,19.1785714285714,2.17587655337112,0.000312097703681451,6.12189622927377,5.62005543347538e-05,13.7857142857143
"MO","Laclede",1.15,2,5.60714285714286,1.02307559518805,0.00275734179172399,4.92857142857144,0.265345366014383,8.32458241576701e-06,-0.642023804051816,0.267648698407283,-0.678571428571423
"MO","Stone",1.15,1,1.75,0.520743189478034,0.0200951454272112,2,0.355711417085392,0.00246417716965383,0.396424041306754,0.350059799938851,0.250000000000001
"MO","Camden",1.15,4,2.60714285714286,0.15567496226931,1.38715421140459e-05,7.39285714285715,1.27525507652551,0.00215210442938812,3.72509763572344,0.00197102040830427,4.78571428571429
"MO","Taney",1.15,3,3.50000000000001,0.696199596057782,0.0040100770304219,8.71428571428572,0.81566299563544,0.000124386263292615,4.86234650011021,0.00032954976864291,5.21428571428571
"MO","Johnson",1.15,3,11.2857142857143,0.685118789044674,1.50484177101125e-05,14.3571428571429,1.79312746965993,0.000490958124415582,1.60007269289313,0.070332804467134,3.0714285714286
"KS","Crawford",1.1,1,4.92857142857143,0.752546696632338,0.00124328429939366,4.71428571428572,0.832993127835042,0.00239399033908732,-0.190885428892734,0.426217546459963,-0.214285714285715
"MO","Platte",1.15,3,4.2857142857143,0.612788873986492,0.000920501647605838,6.89285714285715,0.771792242320516,0.000293205712681206,2.64555274071672,0.0122496793767761,2.60714285714285
"MO","Christian",1.15,9,3.25,0.475684254736355,0.00102477905707202,5.64285714285715,0.682881051583837,0.000423344035322108,2.87524520533326,0.00825978794849204,2.39285714285715
"MO","Clinton",1.15,1,0.67857142857143,0.141961477959656,0.00497077444536004,1.03571428571429,0.33158555395529,0.0261480212473362,0.990147542976674,0.172727384974275,0.357142857142857
"MN","Hennepin",1.07,1,181.571428571429,13.5041187972337,4.073778742625e-05,190.642857142858,7.10252901207362,1.34223741795881e-06,0.59453514836249,0.282681166162384,9.07142857142841
"MO","Newton",1.15,1,10.3214285714286,2.03684179302073,0.00387570036568242,11.5357142857143,1.33008746068114,0.000336921648364504,0.499158702512552,0.314232652017066,1.21428571428577
"MO","Lawrence",1.15,5,1.78571428571429,0.24536520053311,0.000766018382492868,5.14285714285715,0.440315285926354,8.08318670294613e-05,6.66013736486536,2.81877995577377e-05,3.35714285714286
"MO","Wright",1.15,2,2.25,0.292334027566873,0.000590583066944531,0.535714285714287,0.201398173998167,0.0448852131191183,-4.8290618195132,0.00034637604111774,-1.71428571428571
"MO","Dent",1.15,1,0.714285714285715,0.247435829652697,0.0343165992063962,0.178571428571429,0.0618589574131742,0.0343165992063962,-2.10042012604202,0.031016711612842,-0.535714285714286
"MO","Vernon",1.15,2,1.64285714285715,0.115175110689979,3.05137702335165e-05,0.821428571428573,0.238511540815201,0.0183564204971589,-3.10131936733091,0.00561270128034083,-0.821428571428573
"MO","McDonald",1.15,1,12.6428571428572,1.49113023836118,0.000374984106964111,9.64285714285719,1.65214764374578,0.00208826469359883,-1.34798297334028,0.103702474618143,-2.99999999999999
"MO","Cedar",1.15,1,0.321428571428572,0.185576872239522,0.143810808711604,2.03571428571429,0.346631015958598,0.00203141341277821,4.36003451707656,0.000710537517543453,1.71428571428571
"MO","Barton",1.15,1,1.53571428571429,0.262930890275799,0.00208160164718493,1.92857142857143,0.265345366014382,0.000770725550849866,1.05168099096835,0.158847776632784,0.392857142857143
"MO","Pulaski",1.15,3,1.89285714285715,0.274326633852453,0.000979423759069868,2.50000000000001,0.4506231513025,0.00261364442773765,1.15085748926034,0.138282997805099,0.607142857142857
"AR","Carroll",1.15,2,4.21428571428572,0.333503357997967,5.5141325073946e-05,8.17857142857144,0.7212163761483,9.32661604191399e-05,4.989078982228,0.000273028870562068,3.96428571428571
"MO","Howard",1.15,1,0.321428571428572,0.185576872239522,0.143810808711604,3.35714285714286,0.397697454487859,0.000382859714062444,6.91720189955486,2.05374545724988e-05,3.03571428571429
"MO","Macon",1.15,1,2.21428571428571,0.245365200533109,0.000279059952264283,0.500000000000002,0.214285714285715,0.0669330021438613,-5.26234811584216,0.000183409681010674,-1.71428571428571
"MO","Callaway",1.15,5,0.42857142857143,0.110656667034498,0.0117248110039547,1.5,0.304724700110024,0.0043880827417332,3.30489486929423,0.00397376495746229,1.07142857142857
"MO","Pettis",1.15,1,4.42857142857144,0.562429133857982,0.000530954420190271,3.75000000000001,0.255051015305104,2.63024028818183e-05,-1.09879837073586,0.14880303818055,-0.678571428571427
"MO","Osage",1.15,1,0.714285714285714,0.101015254455221,0.000875074920148079,2.39285714285714,0.41863480748836,0.00229123778606388,3.89776502813863,0.00148589324093505,1.67857142857143
"MO","Texas",1.15,1,0.571428571428572,0.135526185435788,0.0083568955669697,0.321428571428572,0.185576872239523,0.143810808711604,-1.08792227628037,0.151077185744275,-0.25
"MN","Dodge",1.07,1,1.60714285714286,0.29923371522362,0.00301260836025446,0.928571428571434,0.199489143482417,0.00555831142307318,-1.88683804046,0.0442608775443325,-0.678571428571425
"MO","Randolph",1.15,1,1.03571428571429,0.229795827744935,0.00635780125258491,0.214285714285714,0.123717914826348,0.143810808711604,-3.14743817114785,0.00518903300430395,-0.821428571428573
"KS","Cherokee",1.1,1,1.60714285714286,0.229795827744934,0.000920501647605849,0.750000000000003,0.0889278542713478,0.000384500183273778,-3.47862621391468,0.00296741111540757,-0.857142857142855
"MO","Morgan",1.15,1,0.321428571428573,0.0765986092483121,0.00852011270373687,1.57142857142857,0.180701580581049,0.000332658686608169,6.36890209590987,4.07561878738162e-05,1.25
"MO","Dallas",1.15,1,0.75,0.168274556991282,0.00665894350963283,1.57142857142857,0.18070158058105,0.000332658686608178,3.32670191130714,0.00383017934378762,0.821428571428572
"KS","Miami",1.1,1,2.14285714285714,0.638876564999939,0.0202378788731653,3.75,0.84137278495641,0.00665894350963283,1.52127765851133,0.0795805397110158,1.60714285714286
"MS","Newton",1.09,1,3.82142857142859,0.690866063985895,0.00264812496418123,9.75000000000002,1.03497510568504,0.000227445504968925,4.76429609682137,0.000381792465454832,5.92857142857142
"NC","Onslow",0.98,2,12.5714285714286,2.906010660542,0.00752770388888971,24.8928571428572,1.84494621347405,4.00518200219919e-05,3.57952387213781,0.00250783535701857,12.3214285714285
"OK","Okmulgee",1.04,1,11.3571428571429,1.33209976950616,0.000365314610231266,6.57142857142859,0.731227650975411,0.000284651079454471,-3.14932534211262,0.00517240985673672,-4.78571428571427
"PA","Chester",1.04,1,28.2857142857146,2.63686579569192,0.000121982461244859,54.3928571428571,2.6668314149789,5.24144946517263e-06,6.96127338252077,1.94680409680726e-05,26.1071428571425
"AL","Henry",1.1,1,3.57142857142858,0.243276948084663,2.65000708699715e-05,5.28571428571429,0.54210474174315,0.000192957379623246,2.88508222100606,0.00812172852847723,1.71428571428571
"GA","Carroll",1.05,1,31.2142857142858,2.41783340355514,4.96761332481091e-05,34.0714285714286,4.54085760127999,0.000664890917793432,0.55538416713391,0.295419435712043,2.85714285714289
"AL","Choctaw",1.1,1,3.17857142857145,0.469204711426152,0.00106550653391439,3.25,0.520743189478035,0.00154666049328705,0.101902973419265,0.46042403319315,0.0714285714285543
"AL","Barbour",1.1,1,9.17857142857146,0.736615259695545,5.90364291353763e-05,7.67857142857146,0.787497975378029,0.000192935045847049,-1.39106406628423,0.0971894076262599,-1.5
"MS","Oktibbeha",1.09,3,11.6428571428572,1.37284153402752,0.000374538020853464,10,1.31707777961328,0.000629289760442622,-0.863539571791357,0.204037679323949,-1.64285714285713
"AL","Tuscaloosa",1.1,6,49.0000000000001,1.17108008753822,1.47096477800364e-07,61.0000000000002,4.16863898897572,2.69238543219081e-05,2.77135670420301,0.00987064317533553,12.0000000000001
"AL","Macon",1.1,1,4.42857142857144,0.299659670905758,2.56480847448028e-05,5,0.196914982172718,1.76871338624506e-06,1.59363814577914,0.0710506966149243,0.571428571428555
"AL","Tallapoosa",1.1,3,6.50000000000002,1.24744637118378,0.00343648735767524,8.96428571428569,0.285267507824519,6.12754198786988e-07,1.92575221058407,0.0415078435423723,2.46428571428567
"FL","Bay",0.99,4,98.9285714285715,3.19294502915156,6.57381391891382e-07,113.214285714286,5.18937297144218,3.75530492368609e-06,2.34461593911018,0.0205077481978226,14.2857142857143
"GA","Elbert",1.05,2,9.07142857142858,0.852966013630182,0.000127145257336635,5.89285714285716,0.735228688565543,0.000488596197171843,-2.82262463266693,0.00903957043557994,-3.17857142857142
"AL","Houston",1.1,2,23.0714285714286,1.16365013326733,6.02946508084036e-06,43.6071428571429,2.40699448461761,9.41494430247903e-06,7.68115504076501,8.3918164374955e-06,20.5357142857143
"AL","Blount",1.1,4,15.8214285714286,0.80670025791644,6.36230917491766e-06,17.8214285714286,0.711243521544319,1.88929577271863e-06,1.8596545253577,0.0462837352852114,2.00000000000001
"AL","Pike",1.1,3,6.50000000000002,0.512098523683854,5.39570186631331e-05,7.14285714285717,0.319438282499962,3.32366543602475e-06,1.0651074037451,0.155934292467614,0.642857142857141
"KY","Warren",1.2,1,23.3214285714287,3.28971030298275,0.000864801672633434,34.6428571428572,2.89069584165813,7.1348146055848e-05,2.58521098163713,0.0135861509972235,11.3214285714285
"AL","Autauga",1.1,1,16.1071428571429,0.729656055401199,3.54242464543033e-06,16.6428571428572,1.48770471066084,9.96018906397295e-05,0.323302893204548,0.376562586648727,0.53571428571427
"TN","Wilson",1.04,2,40,3.11415464992884,5.09221468857388e-05,47.0357142857144,4.73348363754846,0.000176222952901283,1.24173749410218,0.12133418891005,7.03571428571434
"FL","Calhoun",0.99,1,9.78571428571428,1.71696219634372,0.00232061163876778,6.50000000000001,1.26127567428006,0.0036042634472332,-1.54227011975923,0.077017910275896,-3.28571428571428
"TN","Union",1.04,1,1.78571428571429,0.177855708542696,0.00016768617948603,4.35714285714286,0.265345366014381,1.52844000321938e-05,8.04984471899925,5.57549144342603e-06,2.57142857142857
"AL","Montgomery",1.1,11,69.0714285714286,3.73933858606365,8.55546822513282e-06,90.714285714286,3.52194287753969,1.64758762328641e-06,4.21329402634784,0.000895273744933942,21.6428571428575
"MS","Lowndes",1.09,1,5.85714285714288,0.954046163260805,0.00166557340144151,17.7857142857143,2.00484107976219,0.000302669626942857,5.37258078593398,0.000156687974746265,11.9285714285714
"FL","Okaloosa",0.99,2,90.3571428571428,5.12506844155395,1.07680017613023e-05,85.3928571428572,5.97646318861731,3.02615246847649e-05,-0.630544050480089,0.271239597628709,-4.96428571428562
"GA","Henry",1.05,1,47.8928571428573,3.6185110817821,4.39944248778643e-05,55.5714285714287,2.16841896697262,1.68928595683458e-06,1.82021772405575,0.0493708942319975,7.67857142857139
"GA","Coweta",1.05,1,16.0714285714286,1.81574744265556,0.000305967526663527,19.3928571428572,1.03891132186241,8.12315762030827e-06,1.58771515248207,0.0717172482030654,3.32142857142859
"AL","St. Clair",1.1,1,36.25,2.51520884027629,2.90061060485388e-05,30,0.606091526731325,6.36050030525311e-08,-2.41573566487435,0.0181627355655857,-6.25
"AL","Walker",1.1,2,15.8571428571429,1.94254199124628,0.000448352757288329,17,2.46526895498407,0.00098217400687984,0.364125704236337,0.361672677846648,1.14285714285718
"MS","Jones",1.09,2,15.8928571428572,0.640272582258389,1.97968368008191e-06,25.8571428571429,1.76704526812185,2.69246716620338e-05,5.30165373421065,0.000173361013280005,9.9642857142857
"MS","Neshoba",1.09,1,4.75000000000007,1.01305257030628,0.00539089182067332,10.3928571428572,2.27312380585277,0.00599064416773516,2.26743912186161,0.0233868359396155,5.64285714285714
"TN","Putnam",1.04,1,21.6071428571429,2.80010021686541,0.000583514670999551,23.9642857142857,2.8153641878457,0.000368116029512859,0.593626963299468,0.28297317525634,2.35714285714281
"TN","McNairy",1.04,1,7.46428571428572,0.684932590158493,0.000113031285571841,5.89285714285715,0.681946493801501,0.000342803779662382,-1.62584263746933,0.0675218468789731,-1.57142857142857
"TX","Grayson",0.99,1,11.8571428571429,0.938952955723149,5.53193986322152e-05,12.2142857142857,1.84307861349162,0.00117806552770907,0.172660333448299,0.433181482492231,0.357142857142831
"TX","Potter",0.99,1,7.28571428571447,1.43071268097765,0.00379454227506401,24.1071428571431,3.73507232943651,0.00132858699086058,4.20565889897995,0.00090617693856504,16.8214285714286
"GA","Fulton",1.05,1,352.57142857143,10.205940646986,3.8233346123556e-07,316.142857142858,11.8521504119614,1.3846976386553e-06,-2.32907308280182,0.0210583406695825,-36.4285714285721
"TX","Bowie",0.99,2,11.2142857142857,0.544920889221735,5.01404898901772e-06,15.3214285714286,1.1587070556514,4.42002089254931e-05,3.20758883097636,0.00468514282942139,4.10714285714286
"TX","Collin",0.99,1,140.535714285714,7.16081670749695,6.34128840331416e-06,107.642857142857,4.28106891096237,1.85697836035605e-06,-3.94259219172815,0.00138162193983229,-32.892857142857
"GA","Greene",1.05,1,3.85714285714287,0.662401321106835,0.002110028763178,4.25,0.991674526922486,0.00782112603143025,0.32942401152951,0.374315637014573,0.392857142857137
"GA","Dekalb",1.05,1,236.428571428572,18.8005101971588,5.6450845948983e-05,164.321428571429,11.3340623515029,2.8175671327379e-05,-3.28466243370203,0.00411193705473315,-72.1071428571425
"TX","Wood",0.99,1,5.57142857142858,1.4399546478119,0.0117701542333289,5.32142857142857,0.951770637779279,0.00252588517161835,-0.144837230862061,0.443858482614203,-0.250000000000011
"MS","Lafayette",1.09,1,15.5357142857143,2.02780418086125,0.000603392115957892,13.5714285714286,0.679135104228841,5.79928919034432e-06,-0.918531135977639,0.189981304477698,-1.96428571428573
"VA","Loudoun",1.11,1,31.2857142857144,2.02081010225792,2.04164771949572e-05,30.5357142857143,1.67080269111978,9.01692111128225e-06,-0.286033470079547,0.390345137326704,-0.750000000000149
"AL","Russell",1.1,1,17.4285714285714,1.74086537242199,0.000170012683306295,24.9642857142858,2.10919996439313,7.57952398356043e-05,2.75545219482771,0.0101437602464618,7.53571428571431
